nivel1;nivel2;nivel3
Cultura, Deportes y Ocio;JUEGO;3. Loterías y Apuestas del Estado. Evolución de las ventas y el valor medio de las cantidades jugadas por habitante/año.
Cultura, Deportes y Ocio;ENCUESTA DE EMPLEO DEL TIEMPO;1. Porcentaje de personas que realizan la actividad en el transcurso del día.
Cultura, Deportes y Ocio;ENCUESTA DE EMPLEO DEL TIEMPO;2. Duración media diaria dedicada a la actividad por dichas personas.
Cultura, Deportes y Ocio;GRÁFICOS;G-1. Evolución del número de espectadores de películas españolas y extranjeras.
Cultura, Deportes y Ocio;GRÁFICOS;G-2. Evolución del gasto en juego.
Defunciones por Entidades;TABLAS;1. Evolución de las defunciones según entidades, por sexo.
Defunciones por Entidades;TABLAS;2. Evolución de las defunciones según secciones, por sexo.
Defunciones por Entidades;TABLAS;3. Evolución de las defunciones según zonas básicas de salud, por sexo.
Defunciones por Entidades;TABLAS;4. Defunciones según entidades, por edad y sexo. Ambos sexos.
Defunciones por Entidades;TABLAS;5. Defunciones según entidades, por edad y sexo. Hombres.
Defunciones por Entidades;TABLAS;6. Defunciones según entidades, por edad y sexo. Mujeres.
Defunciones por Entidades;TABLAS;7. Defunciones según secciones, por edad y sexo. Ambos sexos.
Defunciones por Entidades;TABLAS;8. Defunciones según secciones, por edad y sexo. Hombres.
Defunciones por Entidades;TABLAS;9. Defunciones según secciones, por edad y sexo. Mujeres.
Defunciones por Entidades;TABLAS;10. Defunciones según zonas básicas de salud, por edad y sexo. Ambos sexos.
Defunciones por Entidades;TABLAS;11. Defunciones según zonas básicas de salud, por edad y sexo. Hombres.
Defunciones por Entidades;TABLAS;12. Defunciones según zonas básicas de salud, por edad y sexo. Mujeres.
Defunciones;SERIES;1. Evolución de las defunciones según municipio de residencia.
Defunciones;SERIES;2. Evolución de las defunciones según sexo y edad.
Defunciones;SERIES;3. Evolución de la mortalidad infantil por subgrupos. Tasas por 1.000 nacidos vivos.
Defunciones;SERIES;4. Evolución de las defunciones según nacionalidad.
Defunciones;2018;1. Defunciones relacionadas con la Región de Murcia según sexo, por lugar de inscripción y residencia.
Defunciones;2018;2. Defunciones según mes de defunción.
Defunciones;2018;3. Defunciones según edad, por sexo.
Defunciones;2018;4. Defunciones según sexo y estado civil.
Defunciones;2018;5. Defunciones de menores de 1 año según sexo y subgrupos.
Defunciones;2018;1. Defunciones relacionadas con la Región de Murcia según lugar de inscripción y lugar de residencia.
Defunciones;2018;2. Defunciones según edad y mes de defunción.
Defunciones;2018;3. Defunciones según edad, año de nacimiento, sexo y estado civil.
Defunciones;2018;4. Defunciones de menores de un año según edad en meses o días y sexo.
Defunciones;2018;5. Tasas de mortalidad infantil por subgrupos y sexo. Tasas por 1000 nacidos vivos.
Defunciones;2018;6. Tasas de mortalidad según edad y sexo (por 1000 habitantes).
Defunciones;2018;7. Defunciones según nacionalidad y edad.
Defunciones;DEFUNCIONES POR ENTIDADES;1. Evolución de las defunciones según entidades, por sexo.
Defunciones;DEFUNCIONES POR ENTIDADES;2. Evolución de las defunciones según secciones, por sexo.
Defunciones;DEFUNCIONES POR ENTIDADES;3. Evolución de las defunciones según zonas básicas de salud, por sexo.
Defunciones;DEFUNCIONES POR ENTIDADES;4. Defunciones según entidades, por edad y sexo. Ambos sexos.
Defunciones;DEFUNCIONES POR ENTIDADES;5. Defunciones según entidades, por edad y sexo. Hombres.
Defunciones;DEFUNCIONES POR ENTIDADES;6. Defunciones según entidades, por edad y sexo. Mujeres.
Defunciones;DEFUNCIONES POR ENTIDADES;7. Defunciones según secciones, por edad y sexo. Ambos sexos.
Defunciones;DEFUNCIONES POR ENTIDADES;8. Defunciones según secciones, por edad y sexo. Hombres.
Defunciones;DEFUNCIONES POR ENTIDADES;9. Defunciones según secciones, por edad y sexo. Mujeres.
Defunciones;DEFUNCIONES POR ENTIDADES;10. Defunciones según zonas básicas de salud, por edad y sexo. Ambos sexos.
Defunciones;DEFUNCIONES POR ENTIDADES;11. Defunciones según zonas básicas de salud, por edad y sexo. Hombres.
Defunciones;DEFUNCIONES POR ENTIDADES;12. Defunciones según zonas básicas de salud, por edad y sexo. Mujeres.
Dependencia;TABLAS;1. SAAD. Evolución de las solicitudes, las resoluciones por grado y las personas con derecho a prestación. Situación de los expedientes en vigor a 31 de diciembre.
Dependencia;TABLAS;2. SAAD. Solicitudes, resoluciones por grado y personas con derecho a prestación según municipios. Situación de los expedientes en vigor a 31 de diciembre.
Dependencia;TABLAS;3. SAAD. Evolución de las personas beneficiarias y las prestaciones. Situación de los expedientes en vigor a 31 de diciembre.
Dependencia;TABLAS;4. SAAD. Personas beneficiarias y prestaciones por municipios. Situación de los expedientes en vigor a 31 de diciembre.
Dependencia;GRÁFICOS;G-1. SAAD. Resoluciones según grado de dependencia. Situación de los expedientes en vigor a 31 de diciembre.
Dependencia;GRÁFICOS;G-2. SAAD. Prestaciones según tipo. Situación de los expedientes en vigor a 31 de diciembre.
Dependencia;GRÁFICOS;G-3. SAAD. Prestaciones según municipio y tipo. Situación de los expedientes en vigor a 31 de diciembre.
Directorio de Actividades Económicas;SERIES;1. Evolución del número de establecimientos según actividad principal.
Directorio de Actividades Económicas;SERIES;2. Evolución del número de establecimientos según polígono industrial.
Directorio de Actividades Económicas;SERIES;3. Evolución del número de empresas con establecimientos en la Región de Murcia según actividad principal en la Región.
Directorio de Actividades Económicas;SERIES;4. Evolución del número de empresas con establecimientos en la Región de Murcia según forma jurídica.
Directorio de Actividades Económicas;SERIES;5. Evolución del número de empresas con establecimientos en la Región de Murcia según provincia de la sede central.
Directorio de Actividades Económicas;SERIES;1. Evolución del número de establecimientos según municipios.
Directorio de Actividades Económicas;SERIES;2. Evolución del número de establecimientos según actividad principal y municipios.
Directorio de Actividades Económicas;SERIES;3. Evolución del número de establecimientos según entidades y actividad principal.
Directorio de Actividades Económicas;SERIES;4. Evolución del número de empleos en establecimientos según municipios.
Directorio de Actividades Económicas;SERIES;5. Evolución del número de empresas con establecimientos en la Región de Murcia según municipio de la sede central.
Directorio de Actividades Económicas;2014;1. Número de establecimientos según actividad principal y estrato de empleo.
Directorio de Actividades Económicas;2014;2. Número de establecimientos según polígono industrial y actividad principal.
Directorio de Actividades Económicas;2014;3. Número de empresas con establecimientos en la Región de Murcia según actividad principal en la Región y estrato de empleo.
Directorio de Actividades Económicas;2014;4. Número de empresas con establecimientos en la Región de Murcia según actividad principal en la Región y forma jurídica.
Directorio de Actividades Económicas;2014;5. Número de empresas con establecimientos en la Región de Murcia según actividad principal en la Región y número de establecimientos.
Directorio de Actividades Económicas;2014;6. Número de empresas con establecimientos en la Región de Murcia según provincia de la sede central y actividad principal en la Región.
Directorio de Actividades Económicas;2014;7. Número de empresas con establecimientos en la Región de Murcia según provincia de la sede central y estrato de empleo.
Directorio de Actividades Económicas;2014;8. Demografía de establecimientos en la Región de Murcia (Altas, bajas y permanencia) según actividad principal.
Directorio de Actividades Económicas;2014;9. Demografía de empresas en la Región de Murcia (Altas, bajas y permanencia) según actividad principal.
Directorio de Actividades Económicas;2014;1. Número de establecimientos según actividad principal, estrato de empleo y municipios.
Directorio de Actividades Económicas;2014;2. Número de establecimientos según entidades y actividad principal.
Directorio de Actividades Económicas;2014;3. Número de establecimientos según entidades y estrato de empleo.
Directorio de Actividades Económicas;2014;4. Número de empresas con establecimientos en la Región de Murcia según lugar de la sede central y actividad principal.
Directorio de Actividades Económicas;2014;5. Número de empresas con establecimientos en la Región de Murcia según lugar de la sede central y estrato de empleo.
Directorio de Actividades Económicas;2014;6. Demografía de empresas en la Región de Murcia (Altas, bajas y permanencia) según municipios.
Directorio de Actividades Económicas;2014;7. Demografía de establecimientos en la Región de Murcia (Altas, bajas y permanencia) según municipios.
Directorio de Actividades Económicas;2013;1. Número de establecimientos según actividad principal y estrato de empleo.
Directorio de Actividades Económicas;2013;2. Número de establecimientos según polígono industrial y actividad principal.
Directorio de Actividades Económicas;2013;3. Número de empresas con establecimientos en la Región de Murcia según actividad principal en la Región y estrato de empleo.
Directorio de Actividades Económicas;2013;4. Número de empresas con establecimientos en la Región de Murcia según actividad principal en la Región y forma jurídica.
Directorio de Actividades Económicas;2013;5. Número de empresas con establecimientos en la Región de Murcia según actividad principal en la Región y número de establecimientos.
Directorio de Actividades Económicas;2013;6. Número de empresas con establecimientos en la Región de Murcia según provincia de la sede central y actividad principal en la Región.
Directorio de Actividades Económicas;2013;7. Número de empresas con establecimientos en la Región de Murcia según provincia de la sede central y estrato de empleo.
Directorio de Actividades Económicas;2013;8. Demografía de establecimientos en la Región de Murcia (Altas, bajas y permanencia) según actividad principal.
Directorio de Actividades Económicas;2013;9. Demografía de empresas en la Región de Murcia (Altas, bajas y permanencia) según actividad principal.
Directorio de Actividades Económicas;2013;1. Número de establecimientos según actividad principal, estrato de empleo y municipios.
Directorio de Actividades Económicas;2013;2. Número de establecimientos según entidades y actividad principal.
Directorio de Actividades Económicas;2013;3. Número de establecimientos según entidades y estrato de empleo.
Directorio de Actividades Económicas;2013;4. Número de empresas con establecimientos en la Región de Murcia según lugar de la sede central y actividad principal.
Directorio de Actividades Económicas;2013;5. Número de empresas con establecimientos en la Región de Murcia según lugar de la sede central y estrato de empleo.
Directorio de Actividades Económicas;2013;6. Demografía de empresas en la Región de Murcia (Altas, bajas y permanencia) según municipios.
Directorio de Actividades Económicas;2013;7. Demografía de establecimientos en la Región de Murcia (Altas, bajas y permanencia) según municipios.
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;1. Personas con discapacidad de 6 a 64 años por sexo, grupo de discapacidad y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;2. Tasas por 1000 habitantes de 6 a 64 años por sexo, grupo de discapacidad y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;3. Personas con discapacidad de 6 a 64 años por sexo, grupo de deficiencia y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;4. Tasas por 1000 habitantes de 6 a 64 años por sexo, grupo de deficiencia y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;5. Personas con discapacidad de 6 a 64 años por sexo, tipo de discapacidad y número de discapacidades
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;6. Personas con discapacidad de 6 a 64 años que reciben ayudas de asistencia personal por grupo de discapacidad y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;7. Personas con discapacidad severa o total de 6 a 64 años por grupo de discapacidad y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;8. Personas con discapacidad de 6 a 64 años por servicios sanitarios o sociales y su recepción o no, y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;9. Personas con discapacidad menores de 65 años que han cambiado su relación con la actividad como consecuencia de discapacidad por tipo de cambio y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;10. Discapacidades de personas de 6 a 64 años que reciben ayudas por sexo, grupo de discapacidad y tipo de ayuda
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;11. Discapacidades de personas de 6 a 64 años por sexo, grupo de discapacidad y pronóstico evolutivo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;12. Discapacidades de personas de 6 a 64 años por sexo, grupo de discapacidad y grado de severidad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;13. Discapacidades muy severas de personas de 6 a 64 años por sexo, grupo de discapacidad y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;14. Número medio de discapacidades por persona por grupo de deficiencia y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;15. Personas con discapacidad de 6 a 64 años por máximo grado de severidad y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;16. Personas con discapacidad para las actividades de la vida diaria de 6 a 64 años por sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;17. Personas con discapacidad severa o total para las actividades de la vida diaria de 6 a 64 años por sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;18. Personas con discapacidad de 6 a 64 años que reciben ayudas de asistencia personal por relación del cuidador principal con la persona con discapacidades y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;19. Personas con discapacidad de 6 a 64 años que reciben ayudas de asistencia personal por horas de dedicación a la semana y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;20. Personas con discapacidad de 16 a 64 años por relación con la actividad económica y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;21. Personas con discapacidad de 10 a 64 años por nivel de estudios terminados y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;22. Personas con discapacidad de 6 a 64 años por tamaño del hogar y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;23. Personas con discapacidad de 6 a 64 años por nivel de estudios terminados del sustentador principal y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;24. Personas con discapacidad de 6 a 64 años por relación con la actividad del sustentador principal y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 6 A 64 AÑOS;25. Personas con discapacidad de 6 a 64 años por tamaño del municipio de residencia y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;1. Personas con discapacidad de 65 y más años por sexo, grupo de discapacidad y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;2. Tasas por 1000 habitantes de 65 y más años por sexo, grupo de discapacidad y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;3. Personas con discapacidad de 65 y más años por sexo, grupo de deficiencia y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;4. Tasas por 1000 habitantes de 65 y más años por sexo, grupo de deficiencia y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;5. Personas con discapacidad de 65 y más años por sexo, tipo de discapacidad y número de discapacidades
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;6. Personas con discapacidad de 65 y más años que reciben ayudas de asistencia personal por grupo de discapacidad y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;7. Personas con discapacidad severa o total de 65 y más años por grupo de discapacidad y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;8. Personas con discapacidad de 65 y más años por servicios sanitarios o sociales y su recepción o no, y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;9. Discapacidades de personas de 65 y más años que reciben ayudas por sexo, grupo de discapacidad y tipo de ayuda
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;10. Discapacidades de personas de 65 y más años por sexo, grupo de discapacidad y pronóstico evolutivo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;11. Discapacidades de personas de 65 y más años por sexo, grupo de discapacidad y grado de severidad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;12. Discapacidades muy severas de personas de 65 y más años por sexo, grupo de discapacidad y edad
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;13. Número medio de discapacidades por persona por grupo de deficiencia y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;14. Personas con discapacidad de 65 y más años por máximo grado de severidad y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;15. Personas con discapacidad para las actividades de la vida diaria de 65 y más años por sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;16. Personas con discapacidad severa o total para las actividades de la vida diaria de 65 y más años por sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;17. Personas con discapacidad de 65 y más años por número de discapacidades muy severas y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;18. Personas con discapacidad de 65 y más años que reciben ayudas de asistencia personal por relación del cuidador principal con la persona con discapacidades y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;19. Personas con discapacidad de 65 y más años que reciben ayudas de asistencia personal por horas de dedicación a la semana y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;20. Personas con discapacidad de 65 y más años por sexo, grupo de discapacidad y nivel de estudios terminados
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;21. Personas con discapacidad de 65 y más años por sexo, grupo de deficiencia y nivel de estudios terminados
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;22. Personas con discapacidad de 65 y más años por tamaño del hogar y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;23. Personas con discapacidad de 65 y más años por nivel de estudios terminados del sustentador principal y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;24. Personas con discapacidad de 65 y más años por relación con la actividad del sustentador principal y sexo
Discapacidades y Deficiencias 1999;POBLACIÓN DE 65 Y MÁS AÑOS;25. Personas con discapacidad de 65 y más años por tamaño del municipio de residencia y sexo
Efectos de Comercio Impagados;TABLAS;1. Evolución de los efectos de comercio devueltos impagados (número e importe) según tipo. Datos mensuales.
Efectos de Comercio Impagados;TABLAS;2. Evolución de los efectos de comercio devueltos impagados (número e importe) según tipo de entidad financiera. Datos anuales.
Ejecuciones Hipotecarias;NOTARIADO;1. Evolución del número de documentos autorizados y actos jurídicos contenidos en los mismos según tipo.
Ejecuciones Hipotecarias;NOTARIADO;2. Número de actos jurídicos que contienen los documentos autorizados e intervenidos según municipios y tipo.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS MENSUALES.;1. Evolución de las hipotecas constituidas sobre el total de fincas según naturaleza de la finca.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS MENSUALES.;2. Fincas urbanas. Evolución de las hipotecas constituidas sobre el total de fincas según entidad que concede el préstamo.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS MENSUALES.;3. Fincas rústicas. Evolución de las hipotecas constituidas sobre el total de fincas según entidad que concede el préstamo.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS MENSUALES.;4. Evolución del número de hipotecas canceladas registralmente sobre el total de fincas según naturaleza de la finca.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS MENSUALES.;5. Evolución del número de hipotecas canceladas registralmente sobre el total de fincas según entidad que concede el préstamo.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS MENSUALES.;6. Evolución del número de hipotecas con cambios registrales sobre el total de fincas según tipo de cambio y naturaleza de la finca.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS ANUALES.;1. Evolución de las hipotecas constituidas sobre el total de fincas según naturaleza de la finca.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS ANUALES.;2. Fincas urbanas. Evolución de las hipotecas constituidas sobre el total de fincas según entidad que concede el préstamo.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS ANUALES.;3. Fincas rústicas. Evolución de las hipotecas constituidas sobre el total de fincas según entidad que concede el préstamo.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS ANUALES.;4. Evolución del número de hipotecas canceladas registralmente sobre el total de fincas según naturaleza de la finca.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS ANUALES.;5. Evolución del número de hipotecas canceladas registralmente sobre el total de fincas según entidad que concede el préstamo.
Ejecuciones Hipotecarias;HIPOTECAS. DATOS ANUALES.;6. Evolución del número de hipotecas con cambios registrales sobre el total de fincas según tipo de cambio y naturaleza de la finca.
Ejecuciones Hipotecarias;EJECUCIONES HIPOTECARIAS. DATOS TRIMESTRALES.;1. Evolución de las ejecuciones hipotecarias iniciadas e inscritas en los registros de la propiedad sobre fincas rústicas y urbanas.
Ejecuciones Hipotecarias;EJECUCIONES HIPOTECARIAS. DATOS TRIMESTRALES.;2. Evolución de las viviendas con ejecución hipotecaria iniciada según estado.
Ejecuciones Hipotecarias;EJECUCIONES HIPOTECARIAS. DATOS TRIMESTRALES.;3. Evolución de las viviendas con ejecución hipotecaria iniciada según titularidad.
Ejecuciones Hipotecarias;EJECUCIONES HIPOTECARIAS. DATOS ANUALES.;1. Evolución de las ejecuciones hipotecarias iniciadas e inscritas en los registros de la propiedad sobre fincas rústicas y urbanas.
Ejecuciones Hipotecarias;EJECUCIONES HIPOTECARIAS. DATOS ANUALES.;2. Evolución de las viviendas con ejecución hipotecaria iniciada según estado.
Ejecuciones Hipotecarias;EJECUCIONES HIPOTECARIAS. DATOS ANUALES.;3. Evolución de las viviendas con ejecución hipotecaria iniciada según titularidad.
Ejecuciones Hipotecarias;TRANSACCIONES INMOBILIARIAS;1. Número total de transacciones inmobiliarias según municipios y tipo de vivienda.
Ejecuciones Hipotecarias;TRANSACCIONES INMOBILIARIAS;2. Evolución del número total de transacciones inmobiliarias según municipios, por tipo de vivienda (libre/protegida).
Ejecuciones Hipotecarias;TRANSACCIONES INMOBILIARIAS;3. Vivienda nueva. Evolución del número de transacciones inmobiliarias según municipios, por tipo de vivienda (libre/protegida).
Ejecuciones Hipotecarias;TRANSACCIONES INMOBILIARIAS;4. Vivienda de segunda mano. Evolución del número de transacciones inmobiliarias según municipios, por tipo de vivienda (libre/protegida).
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;1. Evolución de las transmisiones efectuadas sobre fincas rústicas y urbanas.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;2. Evolución de las fincas rústicas y urbanas transmitidas según título de adquisición.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;3. Evolución de las viviendas transmitidas según título de adquisición.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;4. Evolución de la compraventa de viviendas según estado de la vivienda.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;5. Evolución de la compraventa de viviendas según régimen de la vivienda.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;6. Evolución de las transmisiones efectuadas según zonas, por tipo de finca.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;7. Fincas rústicas, urbanas y viviendas transmitidas según zonas y título de adquisición.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;8. Compraventa de viviendas según zonas y estado de la vivienda.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS MENSUALES;9. Compraventa de viviendas según zonas y régimen de la vivienda.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;1. Evolución de las transmisiones efectuadas sobre fincas rústicas y urbanas.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;2. Evolución de las fincas rústicas y urbanas transmitidas según título de adquisición.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;3. Evolución de las viviendas transmitidas según título de adquisición.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;4. Evolución de la compraventa de viviendas según estado de la vivienda.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;5. Evolución de la compraventa de viviendas según régimen de la vivienda.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;6. Evolución de las transmisiones efectuadas según zonas, por tipo de finca.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;7. Fincas rústicas, urbanas y viviendas transmitidas según zonas y título de adquisición.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;8. Compraventa de viviendas según zonas y estado de la vivienda.
Ejecuciones Hipotecarias;ESTADÍSTICA DE TRANSMISIONES DE DERECHOS DE LA PROPIEDAD. DATOS ANUALES;9. Compraventa de viviendas según zonas y régimen de la vivienda.
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. MAYO 2019;1. Elecciones al Parlamento Europeo. Principales resultados regionales.
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. MAYO 2019;2. Elecciones al Parlamento Europeo. Resumen por municipios.
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. MAYO 2019;3. Elecciones al Parlamento Europeo. Principales resultados por municipios.
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. MAYO 2019;4. Elecciones al Parlamento Europeo. Principales resultados según distrito y sección (Municipios de Abanilla a Mazarrón).
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. MAYO 2019;5. Elecciones al Parlamento Europeo. Principales resultados según distrito y sección (Municipios de Molina a Yecla).
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. MAYO 2019;6. Elecciones al Parlamento Europeo. Principales resultados según mesa (Municipios de Abanilla a Mazarrón).
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. MAYO 2019;7. Elecciones al Parlamento Europeo. Principales resultados según mesa (Municipios de Molina a Yecla).
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. RESULTADOS ANTERIORES.;1. Elecciones al Parlamento Europeo. Evolución de la participación y de los votos obtenidos por los principales partidos políticos.
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. RESULTADOS ANTERIORES.;2. Elecciones al Parlamento Europeo. Evolución de la participación según municipios.
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. RESULTADOS ANTERIORES.;3. Elecciones al Parlamento Europeo. Principales resultados regionales.
Elecciones al Parlamento Europeo;ELECCIONES AL PARLAMENTO EUROPEO. RESULTADOS ANTERIORES.;4. Elecciones al Parlamento Europeo. Principales resultados, por municipios.
Elecciones Autonómicas;ELECCIONES AUTONÓMICAS;1. Elecciones Autonómicas. Evolución de la participación y de los votos obtenidos por los principales partidos políticos.
Elecciones Autonómicas;ELECCIONES AUTONÓMICAS;2. Elecciones Autonómicas. Evolución de la participación por municipios.
Elecciones Autonómicas;ELECCIONES AUTONÓMICAS;3. Elecciones Autonómicas. Principales resultados.
Elecciones Autonómicas;ELECCIONES AUTONÓMICAS;4. Elecciones Autonómicas. Principales resultados por municipios.
Elecciones Autonómicas;ELECCIONES AUTONÓMICAS;5. Elecciones Autonómicas. Composición de la Asamblea Regional.
